测试套/软件包名,测试用例名,状态,日志文件,原因,负责人
rabbitmq-server,oe_test_rabbitmqctl_app,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rabbitmq-server/oe_test_rabbitmqctl_app/2023-04-26-21:31:54.log,x86 fail,
wireshark,oe_test_editcap_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_editcap_01/2023-04-28-03:22:00.log,x86 fail,
wireshark,oe_test_editcap_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_editcap_02/2023-04-28-03:52:08.log,x86 fail,
wireshark,oe_test_dumpcap_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_dumpcap_02/2023-04-28-02:51:50.log,x86 fail,
wireshark,oe_test_captype,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_captype/2023-04-28-01:51:23.log,x86 fail,
wireshark,oe_test_dumpcap_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_dumpcap_01/2023-04-28-02:21:36.log,x86 fail,
wireshark,oe_test_tshark_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_tshark_03/2023-04-28-05:57:58.log,timeout,
wireshark,oe_test_mergecap,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_mergecap/2023-04-28-04:22:18.log,"file missing ",
wireshark,oe_test_tshark_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_tshark_02/2023-04-28-05:27:49.log,file missing,
wireshark,oe_test_tshark_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/wireshark/oe_test_tshark_01/2023-04-28-04:57:40.log,file missing,
rdma-core,oe_test_socket_ibacm,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rdma-core/oe_test_socket_ibacm/2023-04-26-22:38:45.log,,
radvd,oe_test_service_radvd,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/radvd/oe_test_service_radvd/2023-04-26-22:17:29.log,x86 fail,
openmpi,oe_test_openmpi_cluster,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openmpi/oe_test_openmpi_cluster/2023-04-26-12:46:24.log,x86 fail,
openmpi,oe_test_openmpi_single_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openmpi/oe_test_openmpi_single_01/2023-04-26-12:56:15.log,x86 fail,
openmpi,oe_test_openmpi_single_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/openmpi/oe_test_openmpi_single_02/2023-04-26-12:59:49.log,x86 fail,
tomcat,oe_test_service_tomcat-jsvc,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/tomcat/oe_test_service_tomcat-jsvc/2023-04-27-04:33:13.log,x86 fail,
samba,oe_test_service_samba,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/samba/oe_test_service_samba/2023-04-27-02:06:32.log,x86 fail,
samba,oe_test_service_smb,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/samba/oe_test_service_smb/2023-04-27-02:10:01.log,systemd unit restart failure/systemd unit runtime error/systemd unit enable failure,
samba,oe_test_service_nmb,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/samba/oe_test_service_nmb/2023-04-27-02:03:38.log,systemd unit restart failure/systemd unit runtime error/systemd unit enable failure,
samba,oe_test_service_winbind,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/samba/oe_test_service_winbind/2023-04-27-02:12:55.log,systemd unit restart failure/systemd unit runtime error/systemd unit enable failure,
sos,oe_test_sosreport_04,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/sos/oe_test_sosreport_04/2023-04-27-03:40:36.log,x86 fail,
sos,oe_test_sosreport_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/sos/oe_test_sosreport_02/2023-04-27-03:24:24.log,x86 fail,
sos,oe_test_sosreport_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/sos/oe_test_sosreport_01/2023-04-27-02:54:08.log,file missing,
sos,oe_test_sosreport_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/sos/oe_test_sosreport_03/2023-04-27-03:27:15.log,file missing,
embedded_os_basic_test,oe_test_basic_cmd_shopt,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_os_basic_test/oe_test_basic_cmd_shopt/2023-04-27-12:18:27.log,x86 fail,
embedded_os_basic_test,oe_test_basic_cmd_cat,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_os_basic_test/oe_test_basic_cmd_cat/2023-04-27-11:51:37.log,x86 fail,
embedded_os_basic_test,oe_test_os_release,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_os_basic_test/oe_test_os_release/2023-04-27-12:14:03.log,x86 fail,
embedded_os_basic_test,oe_test_system_service_sshd,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_os_basic_test/oe_test_system_service_sshd/2023-04-27-12:15:03.log,x86 fail,
embedded_os_basic_test,oe_test_basic_cmd_dmesg,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_os_basic_test/oe_test_basic_cmd_dmesg/2023-04-27-11:54:39.log,,
embedded_os_basic_test,oe_test_var_log,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_os_basic_test/oe_test_var_log/2023-04-27-12:17:59.log,preinstall absent,
embedded_os_basic_test,oe_test_system_log_logrotate,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/embedded_os_basic_test/oe_test_system_log_logrotate/2023-04-27-12:14:23.log,preinstall absent,
AT,oe_test_iSula_exec_cmd_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_exec_cmd_001/2023-04-29-02:26:49.log,x86 fail,
AT,oe_test_dmesg_messages_log,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_dmesg_messages_log/2023-04-29-00:23:38.log,x86 fail,
AT,oe_test_cat_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_cat_001/2023-04-29-02:35:30.log,x86 fail,
AT,oe_test_network_001,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_network_001/2023-04-29-03:27:37.log,x86 fail,
AT,oe_test_docker_custom_image,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_custom_image/2023-04-29-01:40:14.log,x86 fail,
AT,oe_test_firewalld,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_firewalld/2023-04-29-00:31:01.log,x86 fail,
AT,oe_test_partition,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_partition/2023-04-29-00:31:25.log,x86 fail,
AT,oe_test_docker_image_history_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_image_history_001/2023-04-29-01:14:11.log,Broken testcase,
AT,oe_test_ip_rule_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ip_rule_01/2023-04-29-04:58:05.log,CONFIG_IP_MULTIPLE_TABLES is not set,黄烁
AT,oe_test_iSula_create_start_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_create_start_001/2023-04-29-02:20:38.log,docker镜像地址错误,黄烁
AT,oe_test_rollback,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rollback/2023-04-29-03:54:37.log,mugen 测试代码并没有考虑到git软件包已安装时的情况,黄烁
AT,oe_test_ifconfig_ipv6_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ifconfig_ipv6_01/2023-04-29-04:54:20.log,file missing,
AT,oe_test_dracut,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_dracut/2023-04-29-04:48:54.log,preinstall absent,
AT,oe_test_bbr_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_bbr_04/2023-04-29-07:18:03.log,kernel module absent,
AT,oe_test_docker_attach_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_attach_001/2023-04-29-01:22:08.log,Broken testcase,
AT,oe_test_normal_tcpdump_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_normal_tcpdump_03/2023-04-29-05:27:14.log,file missing,
AT,oe_test_bbr_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_bbr_02/2023-04-29-07:17:44.log,preinstall absent,
AT,oe_test_iSula_search_info_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_search_info_001/2023-04-29-02:24:46.log,docker镜像地址错误,黄烁
AT,oe_test_systemd_journald,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_systemd_journald/2023-04-29-06:15:30.log,preinstall absent,
AT,oe_test_perf,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_perf/2023-04-29-03:32:37.log,timeout,
AT,oe_test_rsyslog_09,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_09/2023-04-29-05:50:24.log,preinstall absent,
AT,oe_test_ipv6_VLAN_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ipv6_VLAN_02/2023-04-29-05:04:28.log,,
AT,oe_test_ip_ipv6_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ip_ipv6_01/2023-04-29-04:55:26.log,,
AT,oe_test_numactl,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_numactl/2023-04-29-03:29:49.log,CONFIG_NUMA is not set,黄烁
AT,oe_test_criu,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_criu/2023-04-29-03:07:12.log,file missing,
AT,oe_test_MEMinfo_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_MEMinfo_001/2023-04-29-03:25:51.log,file missing,
AT,oe_test_rsyslog_06,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_06/2023-04-29-05:48:41.log,preinstall absent,
AT,oe_test_rsyslog_10,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_10/2023-04-29-05:51:26.log,PMU Hardware doesn't support sampling/overflow-interrupts.,黄烁
AT,oe_test_iproute_ipv6_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iproute_ipv6_01/2023-04-29-04:57:28.log,,
AT,oe_test_docker_exec_cmd_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_exec_cmd_001/2023-04-29-01:29:43.log,Broken testcase,
AT,oe_test_service,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_service/2023-04-29-00:34:27.log,preinstall absent,
AT,oe_test_iSula_pause_resume_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_pause_resume_001/2023-04-29-02:32:56.log,docker镜像地址错误,黄烁
AT,oe_test_glibc_getaddrinfo_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_glibc_getaddrinfo_01/2023-04-29-04:50:30.log,,
AT,oe_test_golang,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_golang/2023-04-29-03:09:47.log,file missing,
AT,oe_test_iptables-save,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iptables-save/2023-04-29-04:58:43.log,,
AT,oe_test_log_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_log_001/2023-04-29-03:23:03.log,preinstall absent,
AT,oe_test_ncurses,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ncurses/2023-04-29-05:19:24.log,,
AT,oe_test_ip_ipv6_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ip_ipv6_04/2023-04-29-04:56:48.log,,
AT,oe_test_iscsi,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iscsi/2023-04-29-03:18:50.log,CONFIG_CONFIGFS_FS is not set,黄烁
AT,oe_test_skopeo,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_skopeo/2023-04-29-03:35:50.log,choosing image instance: no image found in manifest list for architecture riscv64,黄烁
AT,oe_test_perf_top_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_perf_top_01/2023-04-29-07:27:01.log,file missing,
AT,oe_test_docker_rename_pause_resume_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_rename_pause_resume_001/2023-04-29-01:08:45.log,Broken testcase,
AT,oe_test_normal_tcpdump_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_normal_tcpdump_02/2023-04-29-07:24:28.log,file missing,
AT,oe_test_stat,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_stat/2023-04-29-06:08:58.log,,
AT,oe_test_rpm_suffix_name,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rpm_suffix_name/2023-04-29-00:35:20.log,dnf list 获取的oetestsuite 软件仓中软件包版本号不带有oe2303的规范,黄烁
AT,oe_test_docker_create_002,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_create_002/2023-04-29-01:19:29.log,Broken testcase,
AT,oe_test_rule_ipv6,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rule_ipv6/2023-04-29-06:06:44.log,CONFIG_IP_MULTIPLE_TABLES is not set,黄烁
AT,oe_test_iSula_mkdir100_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_mkdir100_001/2023-04-29-02:30:51.log,docker镜像地址错误,黄烁
AT,oe_test_docker_cp_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_cp_001/2023-04-29-01:06:17.log,Broken testcase,
AT,oe_test_ipv6_VLAN_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ipv6_VLAN_01/2023-04-29-05:04:11.log,,
AT,oe_test_docker_commit_export_import_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_commit_export_import_001/2023-04-29-01:17:03.log,Broken testcase,
AT,oe_test_ebtables,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ebtables/2023-04-29-04:49:13.log,preinstall absent,
AT,oe_test_rsyslog_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_04/2023-04-29-05:43:06.log,preinstall absent,
AT,oe_test_systemd_SCEN_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_systemd_SCEN_01/2023-04-29-06:26:34.log,systemd unit restart failure,
AT,oe_test_mtr,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_mtr/2023-04-29-06:34:05.log,,
AT,oe_test_ip6tables_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ip6tables_01/2023-04-29-04:54:57.log,,
AT,oe_test_rsyslog_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_02/2023-04-29-05:42:30.log,preinstall absent,
AT,oe_test_docker_tag_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_tag_001/2023-04-29-01:27:12.log,Broken testcase,
AT,oe_test_tftp_ipv6,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_tftp_ipv6/2023-04-29-06:19:12.log,file missing,
AT,oe_test_ethtool_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ethtool_01/2023-04-29-04:49:28.log,preinstall absent,
AT,oe_test_OVS,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_OVS/2023-04-29-00:36:08.log,timeout,
AT,oe_test_rsyslog_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_03/2023-04-29-05:42:46.log,preinstall absent,
AT,oe_test_iSula_restart_stop_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_restart_stop_001/2023-04-29-02:22:41.log,docker镜像地址错误,黄烁
AT,oe_test_os-prober_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_os-prober_02/2023-04-29-05:29:49.log,preinstall absent,
AT,oe_test_syslog_logrotate_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_syslog_logrotate_001/2023-04-29-03:47:46.log,preinstall absent,
AT,oe_test_docker_save_load_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_save_load_001/2023-04-29-01:37:31.log,Broken testcase,
AT,oe_test_user_debug_iotop_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_user_debug_iotop_03/2023-04-29-07:33:31.log,file missing,
AT,oe_test_ip_rule_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ip_rule_02/2023-04-29-04:58:21.log,CONFIG_IP_MULTIPLE_TABLES is not set,黄烁
AT,oe_test_normal_tcpdump_04,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_normal_tcpdump_04/2023-04-29-07:25:19.log,file missing,
AT,oe_test_rsyslog_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_01/2023-04-29-05:42:07.log,preinstall absent,
AT,oe_test_ip_ipv6_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ip_ipv6_02/2023-04-29-04:55:55.log,,
AT,oe_test_rsyslog_08,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_08/2023-04-29-05:49:26.log,file missing,
AT,oe_test_grub2_mkconfig,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_grub2_mkconfig/2023-04-29-04:53:11.log,preinstall absent,
AT,oe_test_iSula_query_state_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_query_state_001/2023-04-29-02:12:18.log,docker镜像地址错误,黄烁
AT,oe_test_ip_ipv6_03,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_ip_ipv6_03/2023-04-29-04:56:31.log,,
AT,oe_test_os-prober_01,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_os-prober_01/2023-04-29-05:29:35.log,preinstall absent,
AT,oe_test_CPUinfo_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_CPUinfo_001/2023-05-22-00:17:16.log,file missing/timeout,
AT,oe_test_route_ipv6,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_route_ipv6/2023-04-29-05:38:09.log,,
AT,oe_test_rsyslog_05,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_05/2023-04-29-05:43:46.log,preinstall absent,
AT,oe_test_pwd_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_pwd_001/2023-04-29-03:33:42.log,preinstall absent,
AT,oe_test_iSula_attach_rename_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_attach_rename_001/2023-04-29-02:14:25.log,docker镜像地址错误,黄烁
AT,oe_test_iSula_export_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_export_001/2023-04-29-02:16:30.log,docker镜像地址错误,黄烁
AT,oe_test_arping,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_arping/2023-04-29-04:35:42.log,,
AT,oe_test_docker_create_003,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_create_003/2023-04-29-01:32:17.log,Broken testcase,
AT,oe_test_bonding_SCEN_05,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_bonding_SCEN_05/2023-04-29-07:18:23.log,preinstall absent kernel module absent,
AT,oe_test_iSula_cp_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iSula_cp_001/2023-04-29-02:18:34.log,docker镜像地址错误,黄烁
AT,oe_test_yumgroup_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_yumgroup_001/2023-04-29-03:51:10.log,oe-rv目前软件仓内并没有划分软件包组,黄烁
AT,oe_test_audit_fixed_memory_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_audit_fixed_memory_02/2023-04-29-07:16:50.log,file missing,
AT,oe_test_docker_search_info_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_search_info_001/2023-04-29-01:11:26.log,Broken testcase,
AT,oe_test_IPV6_traceroute6_02,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_IPV6_traceroute6_02/2023-04-29-05:02:14.log,,
AT,oe_test_sevice_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_sevice_001/2023-04-29-03:35:22.log,,
AT,oe_test_docker_create_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_create_001/2023-04-29-01:34:50.log,Broken testcase,
AT,oe_test_rsyslog_07,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_rsyslog_07/2023-04-29-05:49:08.log,preinstall absent,
AT,oe_test_iscsid,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_iscsid/2023-04-29-05:06:01.log,can not create NETLINK_ISCSI socket [Protocol not supported]可能为内核问题,黄烁
AT,oe_test_gettext,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_gettext/2023-04-29-05:34:11.log,,
AT,oe_test_docker_start_stop_delete_001,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/AT/oe_test_docker_start_stop_delete_001/2023-04-29-01:24:31.log,docker path error,黄烁
rdate,oe_test_rdate,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rdate/oe_test_rdate/2023-04-26-22:29:51.log,x86 fail,
samtools,oe_test_samtools_samtools_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/samtools/oe_test_samtools_samtools_01/2023-04-27-02:14:19.log,x86 fail,
systemtap,oe_test_service_systemtap,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/systemtap/oe_test_service_systemtap/2023-04-27-04:10:30.log,x86 fail,
quota,oe_test_service_quota_nld,fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/quota/oe_test_service_quota_nld/2023-04-26-21:17:36.log,,
FS_Raw,oe_test_raw_create,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Raw/oe_test_raw_create/2023-04-28-23:06:32.log,x86 fail,
FS_Raw,oe_test_raw_reboot,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Raw/oe_test_raw_reboot/2023-04-28-23:08:13.log,x86 fail,
FS_Raw,oe_test_raw_lvm,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Raw/oe_test_raw_lvm/2023-04-28-23:07:23.log,x86 fail,
FS_Raw,oe_test_raw_mknod,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Raw/oe_test_raw_mknod/2023-04-28-23:07:52.log,x86 fail,
FS_Raw,oe_test_raw_service,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Raw/oe_test_raw_service/2023-04-28-23:38:44.log,x86 fail,
FS_Raw,oe_test_raw_reraw,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Raw/oe_test_raw_reraw/2023-04-28-23:38:22.log,x86 fail,
FS_Raw,oe_test_raw_disk,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/FS_Raw/oe_test_raw_disk/2023-04-28-23:06:55.log,x86 fail,
rootsh,oe_test_rootsh02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rootsh/oe_test_rootsh02/2023-04-26-23:30:17.log,x86 fail,
rootsh,oe_test_rootsh01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/rootsh/oe_test_rootsh01/2023-04-26-23:28:08.log,x86 fail,
qpdf,oe_test_qpdf_qpdf_03,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_03/2023-04-26-20:49:19.log,x86 fail,
qpdf,oe_test_qpdf_qpdf_10,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_10/2023-04-26-20:57:22.log,x86 fail,
qpdf,oe_test_qpdf_qpdf_08,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_08/2023-04-26-20:55:08.log,x86 fail,
qpdf,oe_test_qpdf_qpdf_02,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_02/2023-04-26-20:48:04.log,x86 fail,
qpdf,oe_test_qpdf_qpdf_01,x86 fail,https://github.com/KotorinMinami/res_list/blob/master/mugen-riscv/logs/qpdf/oe_test_qpdf_qpdf_01/2023-04-26-20:46:43.log,x86 fail,
